หมายเลขบ่อน้ำบาดาล,ปีงบประมาณ,โครงการ,สถานะที่เจาะ,หมู่ที่,ชื่อหมู่บ้าน,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,ประเภทบ่อน้ำบาดาล,สถานะบ่อน้ำบาดาล,สภาพน้ำบาดาล,เครื่องสูบ,วันที่เริ่มเจาะ,วันที่สิ้นสุดการเจาะ,Depth,D.Depth,Q,DD,SWL,ขนาดบ่อน้ำ,แรงม้า,ลงท่อดูด,วันที่ติดตั้งระบบปะปา,UTM_DATUM,ZoneNumber,ZoneDesignators,พิกัดออกตก,พิกัดเหนือใต้,LATITUDE,LONGITUDE,สถานะข้อมูล
DCD23283,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนวัง,13,วังศิลา,วังหว้า,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),6/8/2539 0:00:00,8/8/2539 0:00:00,35.00,,8.00,12.00,8.00,150,2.00,,,WGS84,47,P,783910,1411368,12.75404838,101.6147203,อนุมัติ
DCD23284,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วังล่าง,1,วังล่าง,ชากโดน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),12/2/2542 0:00:00,15/2/2542 0:00:00,26.00,,2.50,17.00,8.00,150,1.00,,,WGS84,47,P,778951,1404465,12.69213601,101.5684544,อนุมัติ
DCD23285,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,หนองยาย,04,หนองยายและ,กร่ำ,แกลง,ระยอง,,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,13/3/2538 0:00:00,15/3/2538 0:00:00,29.00,,3.00,15.00,8.00,150,,,,WGS84,47,P,784694,1402323,12.67226985,101.62109677,อนุมัติ
DCD23286,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนวัด,04,คลองทุเรียน,ชากพง,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),18/3/2542 0:00:00,20/3/2542 0:00:00,29.00,,2.50,12.00,5.00,150,2.00,,,WGS84,47,P,777149,1402873,12.67791395,101.55173066,อนุมัติ
DCD23288,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ชากคา,07,ชากคา,ชากพง,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบหอยโข่ง,9/12/2537 0:00:00,14/12/2537 0:00:00,23.00,,4.00,12.00,8.00,150,2.00,,,WGS84,47,P,775401,1404308,12.69103174,101.5357762,อนุมัติ
DCD23289,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ชากคา,07,ชากคา,ชากพง,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,4/8/2537 0:00:00,7/8/2537 0:00:00,30.00,,3.40,9.00,6.00,100,,,,WGS84,47,P,775102,1404931,12.69668621,101.53308076,อนุมัติ
DCD23290,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดสันต,01,สมอโพรง,ชากพง,แกลง,ระยอง,,ใช้การได้,น้ำจืด,,4/12/2506 0:00:00,5/12/2506 0:00:00,31.50,,0.68,11.10,5.10,100,,,,WGS84,47,P,780869,1401419,12.66444808,101.58582408,อนุมัติ
DCD23291,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,วัดพลงไ,02,อ่าวเจริญ,ชากพง,แกลง,ระยอง,,ใช้การได้,ไม่ได้ระบุ,,4/12/2506 0:00:00,5/12/2506 0:00:00,37.50,,2.27,24.00,7.50,100,,,,WGS84,47,P,778440,1399803,12.65006571,101.56333142,อนุมัติ
DCD23292,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,คลองป่า,6,คลองป่าไม้,กระแสบน,แกลง,ระยอง,,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,2/8/2539 0:00:00,5/8/2539 0:00:00,29.00,,3.00,15.00,7.00,150,,,,WGS84,47,P,782749,1431797,12.93869767,101.6059382,อนุมัติ
DCD23293,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,คลองป่า,12,คลองหวาย,กระแสบน,แกลง,ระยอง,,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,23/7/2538 0:00:00,28/7/2538 0:00:00,22.00,,2.40,17.00,5.00,150,,,,WGS84,47,P,783154,1433017,12.94968101,101.60978286,อนุมัติ
DCD23294,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ยางงาม,5,ยางงาม,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,12/12/2537 0:00:00,14/12/2537 0:00:00,28.00,,2.50,20.00,10.00,150,,,,WGS84,47,P,782919,1425852,12.88497869,101.6069468,อนุมัติ
DCD23295,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,น้ำโจน,14,หนองแฟบ,กระแสบน,แกลง,ระยอง,,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,11/10/2537 0:00:00,14/10/2537 0:00:00,29.00,,4.80,12.00,4.00,150,,,,WGS84,47,P,785211,1419986,12.83177859,101.62749918,อนุมัติ
DCD23296,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,เนินไม้,8,น้ำโจน,กระแสบน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,27/7/2537 0:00:00,29/7/2511 0:00:00,48.00,,2.30,21.00,6.00,100,,,,WGS84,47,P,782960,1420179,12.83372846,101.60679502,อนุมัติ
DCD23298,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,หนองคุย,5,หนองคุย,กองดิน,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,15/7/2538 0:00:00,13/8/2538 0:00:00,27.00,,3.00,9.00,5.00,150,,,,WGS84,47,P,805407,1422181,12.84967857,101.81362236,อนุมัติ
DCD23299,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,หนองคุย,5,หนองคุย,กองดิน,แกลง,ระยอง,,ใช้การได้,ไม่ได้ระบุ,,9/10/2537 0:00:00,11/10/2537 0:00:00,29.00,,2.60,14.00,2.00,150,,,,WGS84,47,P,805440,1422568,12.85317063,101.81396507,อนุมัติ
DCD23300,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,โรงเรียนบ้าน,9,เขาสำรอง,กองดิน,แกลง,ระยอง,,ใช้การได้,ไม่ได้ระบุ,,11/8/2537 0:00:00,16/8/2537 0:00:00,54.00,,2.27,21.00,10.50,100,,,,WGS84,47,P,805678,1419398,12.82451618,101.81583694,อนุมัติ
DCD23301,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,กองดิน,02,กองดิน,กองดิน,แกลง,ระยอง,,ใช้การได้,ไม่ได้ระบุ,,8/8/2537 0:00:00,10/8/2537 0:00:00,30.00,,2.73,9.00,6.00,100,,,,WGS84,47,P,805067,1412819,12.76515537,101.80955519,อนุมัติ
DCD23303,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,เกาะลอย,3,เกาะลอย,พังราด,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,23/9/2537 0:00:00,26/9/2537 0:00:00,29.00,,3.60,11.00,2.00,150,,,,WGS84,47,P,798613,1408111,12.72325619,101.74970585,อนุมัติ
DCD23304,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,เกาะลอย,3,เกาะลอย,พังราด,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,17/8/2537 0:00:00,20/8/2537 0:00:00,48.00,,3.41,6.00,3.00,100,,,,WGS84,47,P,798198,1407611,12.71877958,101.74583893,อนุมัติ
DCD23305,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,พังราด,4,พังราดไทย,พังราด,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบไฟฟ้า (ซับเมิสซิเบิ้ล),4/12/2506 0:00:00,5/12/2506 0:00:00,25.50,,4.54,3.60,3.00,100,2.00,,,WGS84,47,P,800310,1410517,12.74482531,101.76555522,อนุมัติ
DCD23306,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ท่ามะกั,9,ท่ามะกัก,ห้วยยาง,แกลง,ระยอง,,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,16/2/2542 0:00:00,18/2/2542 0:00:00,41.00,,2.50,16.00,6.00,150,,,,WGS84,47,P,777745,1415738,12.79408151,101.55838021,อนุมัติ
DCD23307,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,ชากกูด,4,เขาชากกรูด,ห้วยยาง,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,26/9/2544 0:00:00,28/9/2544 0:00:00,50.00,,420.00,,20.00,150,,,,WGS84,47,P,782086,1411090,12.75170265,101.5979084,อนุมัติ
DCD23308,2546,ดำเนินการก่อนวันที่ 1 ต.ค. 2545 - ไม่ระบุโครงการที่ดำเนินงาน,เขาชากก,4,เขาชากกรูด,ห้วยยาง,แกลง,ระยอง,อุปโภค-บริโภค,ใช้การได้,ไม่ได้ระบุ,สูบมือโยก,17/8/2538 0:00:00,19/8/2538 0:00:00,29.00,,3.00,9.00,5.00,150,,,,WGS84,47,P,782819,1410888,12.74981148,101.6046355,อนุมัติ
